train-rmse,train-mae,valid-rmse,valid-mae,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
30534.686529957806,25449.681116288637,30167.136165177457,25017.242875786615,1719735665,,False,1,aedba_00000,2024-06-30_08-21-05,2.68034029006958,2.68034029006958,12906,ip-10-0-1-209,10.0.1.209,2.68034029006958,1
22246.710697492093,18510.9795296401,22116.469407045923,18367.85378825801,1719735665,,False,2,aedba_00000,2024-06-30_08-21-05,0.0028853416442871094,2.683225631713867,12906,ip-10-0-1-209,10.0.1.209,2.683225631713867,2
16590.73191978974,13730.45371753363,16782.91701927627,13839.818131435926,1719735665,,False,3,aedba_00000,2024-06-30_08-21-05,0.004189491271972656,2.68741512298584,12906,ip-10-0-1-209,10.0.1.209,2.68741512298584,3
12783.232779242386,10440.9141183994,13274.05492211692,10728.007776744851,1719735665,,False,4,aedba_00000,2024-06-30_08-21-05,0.0027151107788085938,2.6901302337646484,12906,ip-10-0-1-209,10.0.1.209,2.6901302337646484,4
10288.84344466311,8243.958882638093,11116.744326397273,8712.19007437071,1719735665,,False,5,aedba_00000,2024-06-30_08-21-05,0.0025146007537841797,2.6926448345184326,12906,ip-10-0-1-209,10.0.1.209,2.6926448345184326,5
8687.427564354835,6785.491605028263,9819.791430072733,7420.642332308353,1719735665,,False,6,aedba_00000,2024-06-30_08-21-05,0.0046384334564208984,2.6972832679748535,12906,ip-10-0-1-209,10.0.1.209,2.6972832679748535,6
7672.7315746648965,5823.79006421723,9007.153220318974,6557.446948298055,1719735665,,False,7,aedba_00000,2024-06-30_08-21-05,0.0020492076873779297,2.6993324756622314,12906,ip-10-0-1-209,10.0.1.209,2.6993324756622314,7
6982.162298197567,5195.8564168038065,8503.532324881733,6024.38443042048,1719735665,,False,8,aedba_00000,2024-06-30_08-21-05,0.002696514129638672,2.70202898979187,12906,ip-10-0-1-209,10.0.1.209,2.70202898979187,8
6529.6602063157825,4804.270146143389,8233.544589044091,5702.6823020952515,1719735665,,False,9,aedba_00000,2024-06-30_08-21-05,0.002854585647583008,2.704883575439453,12906,ip-10-0-1-209,10.0.1.209,2.704883575439453,9
6190.042620043797,4520.860535471523,8029.451978805417,5501.732904569508,1719735665,,False,10,aedba_00000,2024-06-30_08-21-05,0.002858400344848633,2.7077419757843018,12906,ip-10-0-1-209,10.0.1.209,2.7077419757843018,10
6190.042620043797,4520.860535471523,8029.451978805417,5501.732904569508,1719735665,checkpoint_000000,False,11,aedba_00000,2024-06-30_08-21-06,0.2378993034362793,2.945641279220581,12906,ip-10-0-1-209,10.0.1.209,2.945641279220581,11
