train-rmse,train-mae,valid-rmse,valid-mae,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
30534.686529957806,25449.681116288637,30167.136165177457,25017.242875786615,1719743523,,False,1,facfc_00000,2024-06-30_10-32-03,2.73298716545105,2.73298716545105,18406,ip-10-0-1-209,10.0.1.209,2.73298716545105,1
22246.710697492093,18510.9795296401,22116.469407045923,18367.85378825801,1719743523,,False,2,facfc_00000,2024-06-30_10-32-03,0.0032422542572021484,2.736229419708252,18406,ip-10-0-1-209,10.0.1.209,2.736229419708252,2
16590.73191978974,13730.45371753363,16782.91701927627,13839.818131435926,1719743523,,False,3,facfc_00000,2024-06-30_10-32-03,0.00228118896484375,2.7385106086730957,18406,ip-10-0-1-209,10.0.1.209,2.7385106086730957,3
12783.232779242386,10440.9141183994,13274.05492211692,10728.007776744851,1719743523,,False,4,facfc_00000,2024-06-30_10-32-03,0.002858877182006836,2.7413694858551025,18406,ip-10-0-1-209,10.0.1.209,2.7413694858551025,4
10288.84344466311,8243.958882638093,11116.744326397273,8712.19007437071,1719743523,,False,5,facfc_00000,2024-06-30_10-32-04,0.0042111873626708984,2.7455806732177734,18406,ip-10-0-1-209,10.0.1.209,2.7455806732177734,5
8687.427564354835,6785.491605028263,9819.791430072733,7420.642332308353,1719743524,,False,6,facfc_00000,2024-06-30_10-32-04,0.00323486328125,2.7488155364990234,18406,ip-10-0-1-209,10.0.1.209,2.7488155364990234,6
7672.7315746648965,5823.79006421723,9007.153220318974,6557.446948298055,1719743524,,False,7,facfc_00000,2024-06-30_10-32-04,0.002546548843383789,2.7513620853424072,18406,ip-10-0-1-209,10.0.1.209,2.7513620853424072,7
6982.162298197567,5195.8564168038065,8503.532324881733,6024.38443042048,1719743524,,False,8,facfc_00000,2024-06-30_10-32-04,0.002422332763671875,2.753784418106079,18406,ip-10-0-1-209,10.0.1.209,2.753784418106079,8
6529.6602063157825,4804.270146143389,8233.544589044091,5702.6823020952515,1719743524,,False,9,facfc_00000,2024-06-30_10-32-04,0.004185199737548828,2.757969617843628,18406,ip-10-0-1-209,10.0.1.209,2.757969617843628,9
6190.042620043797,4520.860535471523,8029.451978805417,5501.732904569508,1719743524,,False,10,facfc_00000,2024-06-30_10-32-04,0.003741741180419922,2.761711359024048,18406,ip-10-0-1-209,10.0.1.209,2.761711359024048,10
6190.042620043797,4520.860535471523,8029.451978805417,5501.732904569508,1719743524,checkpoint_000000,False,11,facfc_00000,2024-06-30_10-32-04,0.17338895797729492,2.9351003170013428,18406,ip-10-0-1-209,10.0.1.209,2.9351003170013428,11
